Item_identifier,item_weight,Item_fat_content,Item_visibility,Item_type,Item_mpr,Outlet_identifier,Outlet_establishment_year,Outlet_size,Outlet_location_type,Outlet_type,item_outlet_sales
FDL04,19.00000,"Low Fat",0.112556507000,"Frozen Foods",104.962200000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1587.9330000
FDL09,19.60000,Regular,0.127929521000,"Snack Foods",167.481600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",3691.1952000
FDL09,19.60000,Regular,0.128011859000,"Snack Foods",166.881600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1845.5976000
FDL09,19.60000,Regular,0.128235131000,"Snack Foods",169.281600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1174.4712000
FDL09,19.60000,Regular,0.128295730000,"Snack Foods",167.281600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2013.3792000
FDL10,8.39500,"Low Fat",0.000000000000,"Snack Foods",98.704200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",892.8378000
FDL10,8.39500,"Low Fat",0.039484739000,"Snack Foods",97.904200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1686.4714000
FDL10,8.39500,"Low Fat",0.039492207000,"Snack Foods",97.304200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1091.2462000
FDL10,8.39500,"Low Fat",0.039553606000,"Snack Foods",99.104200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2579.3092000
FDL10,8.39500,"Low Fat",0.039572298000,"Snack Foods",100.904200000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1686.4714000
FDL10,8.39500,"Low Fat",0.039653081000,"Snack Foods",99.504200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1686.4714000
FDL10,8.39500,"Low Fat",0.039715591000,"Snack Foods",100.104200000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1289.6546000
FDL12,15.85000,Regular,0.121531501000,"Baking Goods",59.222000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",599.2200000
FDL12,15.85000,Regular,0.121609722000,"Baking Goods",60.222000000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",539.2980000
FDL12,15.85000,Regular,0.121632721000,"Baking Goods",60.622000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2576.6460000
FDL13,13.85000,Regular,0.056271701000,Breakfast,232.230000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1398.1800000
FDL13,13.85000,Regular,0.056406129000,Breakfast,231.430000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3029.3900000
FDL13,13.85000,Regular,0.056432784000,Breakfast,234.930000000000,OUT045,2002,High,"Tier 2","Supermarket Type1",4660.6000000
FDL13,13.85000,Regular,0.056547986000,Breakfast,232.730000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",6291.8100000
FDL13,13.85000,Regular,0.056637129000,Breakfast,233.830000000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2796.3600000
FDL13,13.85000,Regular,0.094265737000,Breakfast,233.930000000000,OUT010,1998,High,"Tier 3","Grocery Store",233.0300000
FDL14,8.11500,reg,0.032152786000,Canned,157.397200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1869.5664000
FDL14,8.11500,reg,0.053827350000,Canned,155.297200000000,OUT010,1998,Small,"Tier 3","Grocery Store",311.5944000
FDL14,8.11500,Regular,0.032158866000,Canned,154.897200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1713.7692000
FDL14,8.11500,Regular,0.032208865000,Canned,154.997200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3739.1328000
FDL15,17.85000,"Low Fat",0.046707264000,Meat,152.668200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1829.6184000
FDL15,17.85000,"Low Fat",0.046824729000,Meat,153.668200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1829.6184000
FDL16,12.85000,"Low Fat",0.168312678000,"Frozen Foods",45.906000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",885.5140000
FDL16,12.85000,"Low Fat",0.168714760000,"Frozen Foods",47.306000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1071.9380000
FDL16,12.85000,"Low Fat",0.169139066000,"Frozen Foods",46.406000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",186.4240000
FDL16,12.85000,"Low Fat",0.169405699000,"Frozen Foods",46.106000000000,OUT017,2007,High,"Tier 2","Supermarket Type1",792.3020000
FDL21,15.85000,Regular,0.007140468000,"Snack Foods",40.848000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",679.1160000
FDL21,15.85000,Regular,0.007145063000,"Snack Foods",41.048000000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",479.3760000
FDL21,15.85000,Regular,0.007146415000,"Snack Foods",41.048000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",798.9600000
FDL21,15.85000,Regular,0.007160908000,"Snack Foods",39.348000000000,OUT045,2002,High,"Tier 2","Supermarket Type1",719.0640000
FDL22,16.85000,"Low Fat",0.036359891000,"Snack Foods",90.748800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2263.7200000
FDL22,16.85000,"Low Fat",0.036383293000,"Snack Foods",91.048800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1086.5856000
FDL22,16.85000,"Low Fat",0.036390174000,"Snack Foods",91.448800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2082.6224000
FDL22,16.85000,"Low Fat",0.036446751000,"Snack Foods",90.348800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",996.0368000
FDL22,16.85000,"Low Fat",0.036463975000,"Snack Foods",90.748800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",543.2928000
FDL22,16.85000,"low fat",0.036596012000,"Snack Foods",90.648800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",633.8416000
FDL24,10.30000,Regular,0.024875871000,"Baking Goods",173.042200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2069.3064000
FDL24,10.30000,Regular,0.024891881000,"Baking Goods",170.942200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3103.9596000
FDL24,10.30000,Regular,0.024935297000,"Baking Goods",172.042200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3966.1706000
FDL24,10.30000,Regular,0.024947080000,"Baking Goods",172.342200000000,OUT045,2002,High,"Tier 2","Supermarket Type1",5690.5926000
FDL24,10.30000,Regular,0.024998007000,"Baking Goods",174.442200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",3448.8440000
FDL25,6.92000,Regular,0.131128467000,Breakfast,93.180400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1561.9668000
FDL25,6.92000,Regular,0.131458247000,Breakfast,90.580400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",183.7608000
FDL25,6.92000,Regular,0.131665479000,Breakfast,91.880400000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",275.6412000
FDL26,18.00000,"Low Fat",0.073306615000,Canned,155.097200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3894.9300000
FDL26,18.00000,"Low Fat",0.073490977000,Canned,157.397200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",778.9860000
FDL26,18.00000,"Low Fat",0.073606829000,Canned,156.697200000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",4206.5244000
FDL27,6.17000,"Low Fat",0.010630949000,Meat,65.982600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1162.4868000
FDL27,6.17000,"Low Fat",0.010647477000,Meat,66.382600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1937.4780000
FDL27,6.17000,"Low Fat",0.010652508000,Meat,65.682600000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",774.9912000
FDL27,6.17000,"Low Fat",0.010674255000,Meat,63.482600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",774.9912000
FDL28,10.00000,Regular,0.063121982000,"Frozen Foods",231.766800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",460.7336000
FDL28,10.00000,Regular,0.063162608000,"Frozen Foods",228.666800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3455.5020000
FDL33,7.23500,"Low Fat",0.000000000000,"Snack Foods",197.245200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2348.9424000
FDL33,7.23500,"Low Fat",0.099879337000,"Snack Foods",195.145200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1761.7068000
FDL33,7.23500,"Low Fat",0.099962524000,"Snack Foods",193.845200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1957.4520000
FDL33,7.23500,"Low Fat",0.100165250000,"Snack Foods",193.945200000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",2936.1780000
FDL33,7.23500,"Low Fat",0.167316771000,"Snack Foods",197.545200000000,OUT010,1998,Small,"Tier 3","Grocery Store",195.7452000
FDL34,16.00000,"Low Fat",0.040911824000,"Snack Foods",141.249600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",3387.5904000
FDL34,16.00000,"Low Fat",0.040938155000,"Snack Foods",141.149600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",4516.7872000
FDL34,16.00000,"Low Fat",0.040945898000,"Snack Foods",143.149600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2258.3936000
FDL34,16.00000,"Low Fat",0.041009558000,"Snack Foods",141.249600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2681.8424000
FDL34,16.00000,"Low Fat",0.041028937000,"Snack Foods",142.649600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1834.9448000
FDL34,16.00000,"Low Fat",0.041112694000,"Snack Foods",139.949600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",3105.2912000
FDL34,16.00000,"Low Fat",0.041177505000,"Snack Foods",142.349600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",3246.4408000
FDL36,15.10000,"Low Fat",0.076193763000,"Baking Goods",89.783000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2247.0750000
FDL36,15.10000,"Low Fat",0.076229769000,"Baking Goods",90.483000000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",1617.8940000
FDL36,15.10000,"Low Fat",0.076385385000,"Baking Goods",88.483000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",988.7130000
FDL36,15.10000,"Low Fat",0.076505799000,"Baking Goods",91.583000000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",539.2980000
FDL36,15.10000,"Low Fat",0.127334766000,"Baking Goods",88.283000000000,OUT010,1998,Medium,"Tier 3","Grocery Store",89.8830000
FDL38,13.80000,reg,0.014730322000,Canned,90.917200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2141.2128000
FDL38,13.80000,Regular,0.014720848000,Canned,89.917200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1516.6924000
FDL38,13.80000,Regular,0.014762987000,Canned,90.717200000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",1338.2580000
FDL38,13.80000,Regular,0.014793124000,Canned,88.517200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2408.8644000
FDL38,13.80000,Regular,0.024660202000,Canned,87.417200000000,OUT010,1998,Small,"Tier 3","Grocery Store",178.4344000
FDL39,16.10000,Regular,0.063278652000,Dairy,182.131800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2345.6134000
FDL39,16.10000,Regular,0.063319379000,Dairy,180.931800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1984.7498000
FDL39,16.10000,Regular,0.063429818000,Dairy,179.431800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2345.6134000
FDL39,16.10000,Regular,0.063589340000,Dairy,179.431800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",360.8636000
FDL39,16.10000,Regular,0.063689583000,Dairy,181.931800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",5954.2494000
FDL40,17.70000,"Low Fat",0.011603492000,"Frozen Foods",97.741000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1158.4920000
FDL40,17.70000,"Low Fat",0.011610960000,"Frozen Foods",95.041000000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",868.8690000
FDL40,17.70000,"Low Fat",0.011636708000,"Frozen Foods",94.541000000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1061.9510000
FDL40,17.70000,"Low Fat",0.011660463000,"Frozen Foods",96.541000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2220.4430000
FDL40,17.70000,"Low Fat",0.019438042000,"Frozen Foods",95.541000000000,OUT010,1998,High,"Tier 3","Grocery Store",96.5410000
FDL43,10.10000,"Low Fat",0.027041859000,Meat,77.567000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",306.2680000
FDL43,10.10000,"Low Fat",0.027059264000,Meat,76.467000000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1761.0410000
FDL43,10.10000,"Low Fat",0.027064381000,Meat,76.367000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",765.6700000
FDL43,10.10000,"Low Fat",0.027106459000,Meat,75.367000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",535.9690000
FDL43,10.10000,"Low Fat",0.027217468000,Meat,76.067000000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1454.7730000
FDL45,15.60000,"Low Fat",0.037680711000,"Snack Foods",123.770400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3129.2600000
FDL45,15.60000,"Low Fat",0.037764269000,"Snack Foods",124.970400000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",2253.0672000
FDL45,15.60000,"Low Fat",0.037841362000,"Snack Foods",125.270400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2628.5784000
FDL45,15.60000,"Low Fat",0.037901015000,"Snack Foods",124.170400000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",1877.5560000
FDL45,15.60000,"Low Fat",0.063081713000,"Snack Foods",125.770400000000,OUT010,1998,Small,"Tier 3","Grocery Store",250.3408000
FDL46,20.35000,"Low Fat",0.054011943000,"Snack Foods",116.546600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1885.5456000
FDL46,20.35000,"Low Fat",0.054046706000,"Snack Foods",119.546600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",353.5398000
FDL46,20.35000,"Low Fat",0.054056927000,"Snack Foods",116.846600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2356.9320000
FDL46,20.35000,"Low Fat",0.054277132000,"Snack Foods",117.346600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",824.9262000
FDL46,20.35000,"low fat",0.054362695000,"Snack Foods",117.946600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1649.8524000
FDL46,20.35000,"Low Fat",0.090480214000,"Snack Foods",119.546600000000,OUT010,1998,High,"Tier 3","Grocery Store",117.8466000
FDL48,19.35000,reg,0.082731751000,"Baking Goods",49.203400000000,OUT017,2007,High,"Tier 2","Supermarket Type1",777.6544000
FDL48,19.35000,Regular,0.082197959000,"Baking Goods",49.203400000000,OUT013,1987,High,"Tier 3","Supermarket Type1",729.0510000
FDL48,19.35000,Regular,0.082250863000,"Baking Goods",48.703400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",534.6374000
FDL48,19.35000,Regular,0.082266419000,"Baking Goods",48.803400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",340.2238000
FDL48,19.35000,Regular,0.082394321000,"Baking Goods",48.503400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",243.0170000
FDL48,19.35000,Regular,0.137697119000,"Baking Goods",47.103400000000,OUT010,1998,High,"Tier 3","Grocery Store",145.8102000
FDL50,12.15000,Regular,0.042277867000,Canned,126.504600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",373.5138000
FDL50,12.15000,Regular,0.042378864000,Canned,125.404600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1867.5690000
FDL50,12.15000,Regular,0.042485444000,Canned,125.004600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1743.0644000
FDL50,12.15000,Regular,0.042552418000,Canned,123.504600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1743.0644000
FDL51,20.70000,Regular,0.047451850000,Dairy,214.687600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",3001.4264000
FDL51,20.70000,Regular,0.047482391000,Dairy,215.987600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3430.2016000
FDL51,20.70000,Regular,0.047491371000,Dairy,213.987600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2143.8760000
FDL51,20.70000,Regular,0.047565208000,Dairy,213.487600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1929.4884000
FDL51,20.70000,Regular,0.047587685000,Dairy,215.087600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",5145.3024000
FDL51,20.70000,Regular,0.047684831000,Dairy,212.587600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1286.3256000
FDL52,6.63500,reg,0.077145553000,"Frozen Foods",39.850600000000,OUT010,1998,High,"Tier 3","Grocery Store",75.9012000
FDL52,6.63500,Regular,0.000000000000,"Frozen Foods",39.750600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",303.6048000
FDL52,6.63500,Regular,0.046090204000,"Frozen Foods",37.150600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",834.9132000
FDL52,6.63500,Regular,0.046277956000,"Frozen Foods",36.750600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",75.9012000
FDL52,6.63500,Regular,0.046350909000,"Frozen Foods",37.450600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1176.4686000
FDL57,15.10000,Regular,0.067020992000,"Snack Foods",260.330400000000,OUT013,1987,High,"Tier 3","Supermarket Type1",5424.9384000
FDL57,15.10000,Regular,0.067064128000,"Snack Foods",257.930400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",6458.2600000
FDL57,15.10000,Regular,0.067181098000,"Snack Foods",258.830400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",5424.9384000
FDL57,15.10000,Regular,0.067212845000,"Snack Foods",260.230400000000,OUT045,2002,High,"Tier 2","Supermarket Type1",4908.2776000
FDL57,15.10000,Regular,0.067350054000,"Snack Foods",257.330400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",3874.9560000
FDL58,5.78000,Regular,0.000000000000,"Snack Foods",263.756800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2636.5680000
FDL58,5.78000,Regular,0.074087369000,"Snack Foods",264.956800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",6855.0768000
FDL58,5.78000,Regular,0.074135053000,"Snack Foods",264.056800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2109.2544000
FDL58,5.78000,Regular,0.074149074000,"Snack Foods",262.256800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",5273.1360000
FDL58,5.78000,Regular,0.074264356000,"Snack Foods",264.756800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",4745.8224000
FDL58,5.78000,Regular,0.074299450000,"Snack Foods",264.956800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1845.5976000
FDL58,5.78000,Regular,0.074451126000,"Snack Foods",264.556800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",6327.7632000
FDL58,5.78000,Regular,0.124110349000,"Snack Foods",262.356800000000,OUT010,1998,High,"Tier 3","Grocery Store",790.9704000
FDM01,7.89500,reg,0.095102092000,Breakfast,104.433200000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2870.9296000
FDM01,7.89500,Regular,0.094488485000,Breakfast,100.733200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1230.3984000
FDM01,7.89500,Regular,0.094549300000,Breakfast,102.633200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1640.5312000
FDM01,7.89500,Regular,0.094567181000,Breakfast,104.533200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1845.5976000
FDM01,7.89500,Regular,0.094952408000,Breakfast,101.133200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1332.9316000
FDM02,12.50000,Regular,0.073721115000,Canned,85.619800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",610.5386000
FDM02,12.50000,Regular,0.073735058000,Canned,87.119800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1657.1762000
FDM02,12.50000,Regular,0.074035423000,Canned,87.919800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1133.8574000
FDM02,12.50000,Regular,0.074152133000,Canned,88.619800000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",1395.5168000
FDM02,12.50000,Regular,0.123417370000,Canned,86.019800000000,OUT010,1998,Small,"Tier 3","Grocery Store",87.2198000
FDM03,12.65000,"Low Fat",0.000000000000,Meat,107.893800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",750.3566000
FDM03,12.65000,"Low Fat",0.123007534000,Meat,106.093800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2679.8450000
FDM03,12.65000,"Low Fat",0.123531974000,Meat,108.293800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",535.9690000
FDM03,12.65000,"Low Fat",0.123726711000,Meat,107.793800000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2251.0698000
FDM04,9.19500,Regular,0.047081398000,"Frozen Foods",51.166600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1179.1318000
FDM04,9.19500,Regular,0.047111700000,"Frozen Foods",52.066600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",615.1992000
FDM04,9.19500,Regular,0.047120610000,"Frozen Foods",53.166600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",768.9990000
FDM04,9.19500,Regular,0.047193870000,"Frozen Foods",52.866600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1384.1982000
FDM04,9.19500,Regular,0.047312560000,"Frozen Foods",50.766600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",512.6660000
FDM04,9.19500,Regular,0.047387144000,"Frozen Foods",50.866600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",871.5322000
FDM09,11.15000,Regular,0.085931544000,"Snack Foods",169.679000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1018.6740000
FDM09,11.15000,Regular,0.086105815000,"Snack Foods",167.879000000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",2886.2430000
FDM09,11.15000,Regular,0.086281593000,"Snack Foods",170.579000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1358.2320000
FDM09,11.15000,Regular,0.143831787000,"Snack Foods",169.979000000000,OUT010,1998,Small,"Tier 3","Grocery Store",169.7790000
FDM10,18.25000,"Low Fat",0.075908374000,"Snack Foods",213.421800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",3846.9924000
FDM10,18.25000,"Low Fat",0.075957230000,"Snack Foods",214.121800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1282.3308000
FDM10,18.25000,"Low Fat",0.076089711000,"Snack Foods",212.921800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3846.9924000
FDM10,18.25000,"Low Fat",0.076125668000,"Snack Foods",214.021800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2564.6616000
FDM12,16.70000,reg,0.117026714000,"Baking Goods",189.221400000000,OUT010,1998,Small,"Tier 3","Grocery Store",188.4214000
FDM12,16.70000,Regular,0.069903773000,"Baking Goods",188.621400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",565.2642000
FDM12,16.70000,Regular,0.070312473000,"Baking Goods",189.621400000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2826.3210000
FDM13,6.42500,"Low Fat",0.063122753000,Breakfast,131.362600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",262.3252000
FDM13,6.42500,"Low Fat",0.063163380000,Breakfast,132.262600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2098.6016000
FDM13,6.42500,"Low Fat",0.063432676000,Breakfast,132.862600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",524.6504000
FDM13,6.42500,"Low Fat",0.063532672000,Breakfast,133.062600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1442.7886000
FDM13,6.42500,"Low Fat",0.105742544000,Breakfast,130.562600000000,OUT010,1998,High,"Tier 3","Grocery Store",131.1626000
FDM14,13.80000,"Low Fat",0.013261460000,Canned,108.025400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",759.6778000
FDM14,13.80000,"Low Fat",0.013263968000,Canned,106.925400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2930.1858000
FDM15,11.80000,reg,0.057655493000,Meat,152.636600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1662.5026000
FDM15,11.80000,Regular,0.057373797000,Meat,151.436600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1360.2294000
FDM15,11.80000,Regular,0.057410724000,Meat,149.536600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1813.6392000
FDM15,11.80000,Regular,0.057421582000,Meat,149.936600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1662.5026000
FDM15,11.80000,Regular,0.057538034000,Meat,149.836600000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",1662.5026000
FDM15,11.80000,Regular,0.057746382000,Meat,152.436600000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",3929.5516000
FDM16,8.15500,Regular,0.033555399000,"Frozen Foods",74.735400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1655.1788000
FDM16,8.15500,Regular,0.033692089000,"Frozen Foods",76.235400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1279.0018000
FDM21,20.20000,LF,0.064464147000,"Snack Foods",255.764600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",5410.9566000
FDM21,20.20000,"Low Fat",0.064351908000,"Snack Foods",259.464600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2061.3168000
FDM21,20.20000,"Low Fat",0.064494610000,"Snack Foods",259.264600000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",3091.9752000
FDM21,20.20000,"Low Fat",0.064728148000,"Snack Foods",258.064600000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",5668.6212000
FDM22,14.00000,Regular,0.041922850000,"Snack Foods",54.764000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1331.6000000
FDM22,14.00000,Regular,0.041949832000,"Snack Foods",54.064000000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1118.5440000
FDM24,6.13500,Regular,0.000000000000,"Baking Goods",151.336600000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",1057.9562000
FDM24,6.13500,Regular,0.079312367000,"Baking Goods",151.736600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3325.0052000
FDM24,6.13500,Regular,0.079327367000,"Baking Goods",152.836600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2871.5954000
FDM24,6.13500,Regular,0.079776075000,"Baking Goods",152.836600000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",1964.7758000
FDM25,10.69500,Regular,0.060615254000,Breakfast,174.071200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2460.7968000
FDM25,10.69500,Regular,0.060654268000,Breakfast,174.771200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3339.6528000
FDM25,10.69500,Regular,0.060912865000,Breakfast,173.871200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",4570.0512000
FDM25,10.69500,Regular,0.061008889000,Breakfast,177.571200000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2636.5680000
